model num,web,"theta(0,0)","theta(0,1)","theta(0,2)","theta(0,3)","theta(1,0)","theta(1,1)","theta(1,2)","theta(1,3)",fibers,seed,iso
3099,1.554678305,98.15358519,108.0630524,53.3224642,6.492992826,140.8318884,74.85997007,72.0236923,56.67933361,TRUE,0.5,0.434795279
3100,2.09381234,142.7508795,43.09202981,122.3433912,86.67826963,171.1625476,161.6974621,11.88261968,68.03337435,TRUE,0.5,0.52685518
3101,1.857945358,26.58501925,84.93645871,6.083093103,133.2895795,120.8301249,137.0640585,146.4538915,157.1516542,TRUE,0.5,0.275431054
3102,2.6051748,2.077351225,179.4169927,146.9594334,149.6609265,117.0255422,64.44062009,160.0300029,156.8637739,TRUE,0.5,0.265504826
3103,2.158276293,127.1865412,179.2772644,165.7689089,176.7285934,136.5795865,39.24392805,45.909175,103.6134733,TRUE,0.5,0.671199325
3104,2.230578366,131.7459297,118.1191252,12.81587012,91.21152804,69.4639906,71.13794753,124.6687818,16.4215041,TRUE,0.5,0.288243427
3105,2.218389682,92.24154001,33.01359251,19.98378456,53.30602605,154.3131572,131.0659486,119.1893617,157.854651,TRUE,0.5,0.719649533
3106,1.071954444,147.7579414,112.6570939,40.2921673,161.1731944,110.815162,30.1214736,77.01137859,26.295565,TRUE,0.5,0.724477771
3107,1.241102413,81.43849692,19.39689664,146.4263911,158.640467,32.01959415,1.129667282,157.0849924,18.08581269,TRUE,0.5,0.679704132
3108,2.99143405,93.51676391,9.870992571,66.08741269,111.3214432,102.3203338,138.9251624,123.885357,8.526034997,TRUE,0.5,0.520069579
3109,1.716665199,55.49245278,100.345345,142.2893102,85.63508976,99.55413325,62.84946852,39.76198866,77.09347767,TRUE,0.5,0.584670072
3110,1.729144646,171.2264132,10.00497721,5.859338193,162.4852643,118.0281715,92.91254942,154.5464439,87.47542743,TRUE,0.5,0.513112325
3111,1.010059134,143.0478948,92.06757854,7.46680535,131.4670496,159.0152721,138.3853196,36.47338965,99.36321758,TRUE,0.5,0.549275224
3112,2.767096483,140.3918036,33.25801978,168.7887348,51.63220799,49.79300411,140.4351199,66.08153295,41.26522366,TRUE,0.5,0.547291649
3113,1.225552643,155.2164038,178.2769789,150.8183125,156.9369077,131.8001911,1.442455778,173.8216537,23.78867311,TRUE,0.5,0.298908595
3114,2.882069853,109.8970501,81.33541699,10.24005278,7.040145643,55.89151446,156.6273353,96.1348725,127.4895511,TRUE,0.5,0.398063515
3115,2.138831866,81.91344495,116.7376524,104.6640176,28.82278488,155.2273745,62.92566698,98.46986706,124.0312944,TRUE,0.5,0.280694574
3116,2.924294926,108.7674969,169.7385516,150.0374934,5.797139,48.1619724,78.14801928,118.0234334,18.71762577,TRUE,0.5,0.67711699
3117,1.847960203,90.67647334,147.9025858,108.6559116,10.20175025,114.6624117,58.040547,50.15188507,137.6061494,TRUE,0.5,0.544865203
3118,2.42829888,23.72429489,161.8439737,170.4611107,153.2374247,44.98311227,102.6432431,144.3241616,8.492393765,TRUE,0.5,0.615053672
3119,2.481397699,137.7934504,81.40077986,178.7657449,160.6138199,55.1413176,87.35065315,139.2603556,99.98540421,TRUE,0.5,0.425611574
3120,1.029478758,59.98250589,28.43233827,124.9892793,74.86725312,169.7308424,110.2584337,33.00444807,133.3644564,TRUE,0.5,0.593180646
3121,1.079649599,159.3810902,49.45931358,125.2423974,172.1257429,157.52324,106.9033194,85.53439102,66.05439906,TRUE,0.5,0.586747604
3122,1.407015845,118.3455008,39.77514499,31.65048684,38.12990039,138.7699867,64.25745364,57.47025829,21.85308716,TRUE,0.5,0.590593265
3123,1.795582239,24.23359597,165.3740304,101.3955975,113.6316266,115.3230985,157.6303894,100.0130848,172.5743891,TRUE,0.5,0.693456015
3124,1.427352927,112.1294132,116.3105158,175.1644809,14.42876431,50.69606024,22.05956024,65.41734862,41.71873402,TRUE,0.5,0.514102723
3125,2.401967842,72.52612285,56.85538577,83.86171138,73.60718894,26.27781998,77.09412772,94.66638314,174.1334317,TRUE,0.5,0.499034633
3126,1.862018233,170.9908361,61.29686858,79.0863936,77.50783322,58.9740298,33.04398749,4.17214011,151.8189335,TRUE,0.5,0.565992148
3127,2.778402934,116.5581338,6.051809772,47.07929783,9.869067085,175.7960493,1.612122581,52.59044515,173.6923589,TRUE,0.5,0.71697498
3128,1.689305974,41.86121697,109.8430207,115.0947093,149.7986097,115.4971873,123.5354425,130.3508315,79.31246278,TRUE,0.5,0.732910707
3129,2.525862979,47.00807601,8.473106675,45.83074603,81.93737131,3.352271785,61.59771761,154.8534875,168.2042614,TRUE,0.5,0.523771367
3130,2.09433269,125.3383854,43.61031893,121.0076367,168.8472942,89.18614891,12.73414562,106.1901592,141.7975524,TRUE,0.5,0.305173843
3131,1.249144345,95.86210061,83.62528147,157.6123684,123.8210434,48.96014291,62.48443518,40.93600704,176.9114017,TRUE,0.5,0.728574146
3132,2.428784666,15.07549451,151.5802838,105.9589083,175.0658563,119.0614812,165.307517,81.5201734,67.97844435,TRUE,0.5,0.349637465
3133,1.701671963,166.0876799,156.4807858,133.1623694,87.34466832,112.0896628,155.8751206,49.99612515,173.8461344,TRUE,0.5,0.732568787
3134,1.392285408,171.9423278,71.2714582,81.51209564,133.5668044,154.7257759,164.2618707,89.62701817,103.42659,TRUE,0.5,0.320765841
3135,2.454867833,97.20544003,179.7591753,110.1777037,24.10700434,76.46865784,133.282681,58.52341426,50.20292253,TRUE,0.5,0.707063554
3136,1.185864988,120.0528151,57.98856407,60.51450741,101.4772865,32.47794384,24.99572961,158.0448704,8.044346562,TRUE,0.5,0.68979103
3137,1.776573568,61.662284,34.25382745,80.75294155,177.3621728,158.2913324,28.53743466,1.730281747,126.1356965,TRUE,0.5,0.505696045
3138,1.653070147,104.1838138,96.82453812,96.25348368,54.49630839,42.66503274,47.83869724,121.1722634,110.7025316,TRUE,0.5,0.455916784
3139,2.780142945,143.8142659,65.61426198,70.54174496,13.35106792,78.45991457,130.7943341,131.922619,21.3602499,TRUE,0.5,0.282123917
3140,2.388222536,81.80987703,113.5328001,124.6786629,126.5335696,171.2699869,70.76109339,92.42208598,59.92803949,TRUE,0.5,0.394778861
3141,2.475711395,104.240285,63.80074817,62.75919475,64.17391559,37.46531126,38.05259619,88.2973273,33.21188929,TRUE,0.5,0.400241488
3142,2.442656973,18.1299707,41.16724792,40.68198752,58.29529565,18.1620551,119.8195739,142.1482077,112.5953055,TRUE,0.5,0.29472683
3143,2.183785073,1.274765163,168.9861036,51.00731212,142.6232382,145.2742848,30.78541644,99.20920617,58.63482941,TRUE,0.5,0.36358649
3144,1.265964986,112.1514405,109.4839815,53.62750084,91.28757734,82.96150972,138.0520118,177.3958774,113.6897863,TRUE,0.5,0.614325175
3145,2.453950083,163.3385992,95.4942745,162.2559774,79.80047823,9.211329971,162.3893483,141.2551653,54.25799936,TRUE,0.5,0.48580398
3146,1.744577476,65.3732336,46.43918037,28.20388421,73.72084778,128.3662395,9.359691494,49.97551755,98.22287586,TRUE,0.5,0.344064591
3147,2.837546733,115.7988385,34.18201623,5.276051079,13.83675481,14.97183988,160.7068553,110.4263559,117.088589,TRUE,0.5,0.724145805
3148,1.743605456,113.0642861,175.406063,168.0553806,150.5933576,64.5811949,117.4576575,102.2810666,154.6522855,TRUE,0.5,0.509047886
3149,1.923333962,5.472985295,27.28170469,79.25093764,157.4665637,89.53726317,154.9437909,171.1110376,168.6254996,TRUE,0.5,0.504731922
3150,1.544797572,177.2367489,91.96181277,81.97087858,166.9217591,161.5666658,90.30576918,21.73425442,120.4874927,TRUE,0.5,0.372784268
3151,2.97794333,118.3006263,74.40312082,75.92282453,62.50762099,88.69856838,10.04439468,158.3363063,120.1509704,TRUE,0.5,0.33750851
3152,1.739631987,64.74415772,153.1782668,118.2275243,81.10228873,5.39128455,82.15739532,56.25380175,142.0427797,TRUE,0.5,0.647762661
3153,1.991941398,86.17145078,132.586936,156.764529,86.61708882,172.0642342,144.9775891,145.6266417,107.2072085,TRUE,0.5,0.670440056
3154,2.516022786,58.25462739,41.2646095,138.1487661,80.68233819,146.0046138,175.1762675,47.42905505,21.95124763,TRUE,0.5,0.335343539
3155,2.450569909,151.2491389,18.14015763,46.90023753,25.66873083,124.2483761,36.07328677,87.76113164,110.2024009,TRUE,0.5,0.511103832
3156,1.891682277,35.37991897,58.7255682,165.4712309,93.53524154,64.88624247,69.5102374,23.05864648,37.95746645,TRUE,0.5,0.705411118
3157,2.484489426,80.7289345,100.5163299,88.63355533,111.2000048,172.5620962,32.39694617,116.5930578,19.92831432,TRUE,0.5,0.439542603
3158,1.886351563,160.0166962,50.82119973,127.8650683,16.35804402,128.1659682,74.28277599,61.44012314,10.87875268,TRUE,0.5,0.428434168
3159,2.747784584,174.1908772,74.49042252,115.7098266,41.62961117,125.8954905,159.5518784,7.160517004,125.8692627,TRUE,0.5,0.318010341
3160,2.159280825,18.30816644,14.40647495,109.4594533,31.25572667,78.58562245,154.5210568,105.9181471,115.4584613,TRUE,0.5,0.3382188
3161,2.657282308,18.61481677,140.5658963,145.9929152,43.69015481,166.2074842,86.78460612,1.424955861,98.42663851,TRUE,0.5,0.381453284
3162,1.326257312,43.98024365,136.4518805,161.1603505,79.71360228,63.39506709,18.84601941,45.45352954,79.16412319,TRUE,0.5,0.606712289
3163,1.071328263,100.378781,91.5570343,109.6126515,23.26065451,125.6661989,93.8318984,2.989953801,74.13026285,TRUE,0.5,0.429428647
3164,2.131459683,125.425832,105.9651042,95.9032849,101.0055945,98.92488209,53.9027347,16.00769452,153.4203519,TRUE,0.5,0.668214043
3165,2.247810274,140.9531701,157.0172942,95.69204387,85.54162761,25.27444726,2.807700258,155.4693628,121.1499876,TRUE,0.5,0.262777491
3166,2.807335114,89.74698464,38.42905093,14.26322285,104.4352667,108.6349914,168.2203539,136.3664139,115.0729262,TRUE,0.5,0.661175987
3167,2.430421086,116.4119471,60.72848642,14.47386218,132.6927637,71.49022809,73.38038013,61.10144488,68.47031503,TRUE,0.5,0.48753186
3168,1.087371368,65.50324309,122.9972298,126.8224273,99.38688984,46.1941551,82.48138985,8.7288082,177.3736944,TRUE,0.5,0.331692937
3169,2.583643644,51.96236022,172.8955667,69.12241125,0.630209893,142.242868,4.744635893,51.37271363,145.6527075,TRUE,0.5,0.320292256
3170,2.679452018,138.3822698,78.01992044,7.237801815,159.9469278,145.090922,42.2136811,127.4010293,118.6699522,TRUE,0.5,0.641767871
3171,1.558986653,158.1526274,32.99928769,129.4776836,97.52093622,145.2468547,158.4289266,77.88061131,33.34490895,TRUE,0.5,0.435949613
3172,1.393621317,41.98352857,1.8515665,52.28082165,86.50565016,54.48426144,99.03271672,61.69828949,23.49727047,TRUE,0.5,0.657628338
3173,1.84086082,117.4614848,43.80612564,89.41779644,9.400598737,40.84004134,134.6897108,2.468617641,7.24361774,TRUE,0.5,0.377662118
3174,1.762219479,10.01306341,31.24364526,79.78333139,125.0905295,43.77016599,17.10671077,52.78895772,13.72225881,TRUE,0.5,0.443039951
3175,2.555973216,143.8700809,157.2895296,142.9261013,175.7306592,129.3569357,159.7572315,47.02145709,67.17354239,TRUE,0.5,0.470319154
3176,2.616388534,59.39126984,19.76132767,53.09439068,91.53243077,136.9354796,47.91866546,28.50276749,29.17926041,TRUE,0.5,0.462656076
3177,1.803239671,124.760027,128.7589402,157.436329,149.2960096,52.44488316,169.0681677,38.17486545,74.26967264,TRUE,0.5,0.477643394
3178,2.726376667,74.07349403,100.6379603,134.5983016,73.67008356,106.2998875,78.08379213,1.998603516,48.46760655,TRUE,0.5,0.428573909
3179,1.201864085,27.69081736,2.138282363,159.2817797,133.6979829,64.04911926,31.80575538,158.8378574,39.5661904,TRUE,0.5,0.691961069
3180,2.118946473,133.5420377,51.71807966,178.0969288,140.947652,1.377146102,68.19526571,131.6401428,45.74748651,TRUE,0.5,0.615518391
3181,1.800008671,114.5096316,158.9172538,143.5033722,2.357105257,25.13072749,92.73257122,144.5264801,114.9712111,TRUE,0.5,0.692813463
3182,1.062569238,95.26261557,7.053342511,41.33573694,72.11481151,42.95670682,95.63947758,33.94045659,135.9772771,TRUE,0.5,0.466016953
3183,2.055966619,155.0582735,52.47920005,131.6135346,100.2759634,61.45396394,138.0661956,123.088288,52.9632252,TRUE,0.5,0.510713358
3184,1.961021077,116.7494615,116.6856859,160.3215807,119.9748795,109.0603479,176.7917848,70.00747127,130.3904143,TRUE,0.5,0.592865238
3185,2.850600795,110.5076614,106.8890878,4.802167086,44.82299542,106.0927403,21.43652008,171.9126063,66.41962308,TRUE,0.5,0.534896924
3186,2.958163034,121.0828767,105.7998618,81.89112497,122.6979762,173.8687761,83.32089986,38.58062664,128.9097767,TRUE,0.5,0.336312426
3187,2.65302739,52.7514152,76.88934301,27.23930185,127.7245047,12.18325627,17.54326068,67.51466556,31.47258665,TRUE,0.5,0.518878758
3188,1.135207851,5.252012232,45.71127093,58.41388173,7.425266355,15.07475272,52.35584818,26.4932117,52.5940735,TRUE,0.5,0.25912042
3189,1.904487254,97.8189955,3.942356004,55.62060304,75.5966556,96.5734767,7.31549233,103.1984841,63.38515899,TRUE,0.5,0.359316737
3190,1.504489325,63.92136948,45.48592282,60.95820072,56.04218365,109.3882087,1.409781866,67.63617438,30.47993956,TRUE,0.5,0.61816913
3191,1.59073297,147.2017765,2.957391622,131.3638285,153.0838947,89.79465114,41.16118,122.451599,114.0793443,TRUE,0.5,0.732033437
3192,1.871978251,124.8297301,37.78195086,49.56364139,149.49212,113.8382253,97.43155152,136.1453373,64.46029055,TRUE,0.5,0.454679011
3193,1.367046384,136.7935829,150.3366075,114.5764712,171.7614638,177.5762771,99.64762812,150.2625186,153.8767747,TRUE,0.5,0.561919302
3194,2.541204534,152.6491358,18.66911692,73.30426135,75.38665091,88.61705025,144.4015448,140.1125159,56.1112036,TRUE,0.5,0.672097831
3195,2.925892701,4.339875598,88.37515464,176.0951841,144.567367,131.5589669,55.21062794,89.16829828,147.8347089,TRUE,0.5,0.383768499
3196,2.482486236,76.67860778,169.3247304,49.37205797,28.24962933,11.29794659,38.52876087,46.61801115,179.4596524,TRUE,0.5,0.638622788
3197,1.869603089,14.85799257,76.65917257,10.62404318,144.2466156,113.5712249,123.0535167,145.7519619,151.475358,TRUE,0.5,0.703403455
3198,2.214467971,95.70981957,117.6308023,127.6764456,97.48045952,32.27455406,18.43235174,107.0154996,76.07194934,TRUE,0.5,0.291577891
3199,1.812022508,78.57552425,50.74818519,134.9120541,3.101823042,95.09666712,112.2021247,154.057762,11.20847492,TRUE,0.5,0.389838947
3200,1.025251001,14.23919408,71.16246802,91.28106603,89.77361297,22.13840364,74.89496963,86.41124599,14.70708046,TRUE,0.5,0.595520865
3201,2.724508522,119.749544,26.03338071,13.86664054,4.671415929,148.2352285,77.56943908,154.9204679,44.47955978,TRUE,0.5,0.706509
3202,1.097323228,123.8011719,132.4584231,112.3769726,84.01595634,31.95442669,116.6667487,150.3547224,48.2525554,TRUE,0.5,0.308967849
3203,1.114270249,110.9370436,87.83966152,106.4867404,44.89033268,92.54059088,115.7620055,75.46259256,14.20717349,TRUE,0.5,0.53423931
3204,1.299004246,31.76119125,67.57503699,50.23588826,105.5127331,102.1067132,161.2402989,108.3292034,123.1181377,TRUE,0.5,0.377843704
3205,1.597089658,54.34508498,134.1770983,147.7278254,80.75177368,70.07245965,79.32448142,87.22971982,101.3728618,TRUE,0.5,0.532827175
3206,2.08738085,140.5517334,11.79416859,158.4833139,149.9708193,31.91753967,22.15926834,18.74533117,23.91796244,TRUE,0.5,0.550347064
3207,2.558418158,75.0767375,22.05818775,52.54842556,100.6975385,41.45696876,2.846434279,32.10959757,54.19809357,TRUE,0.5,0.315502071
3208,2.99888548,142.1632892,56.03821007,67.83394286,155.6919806,135.4788789,3.298667782,151.6690067,87.14121937,TRUE,0.5,0.71325326
3209,1.996082152,72.3835502,22.95253314,120.6185852,36.56976462,38.34611779,114.2671678,104.3360407,15.8067382,TRUE,0.5,0.701175074
3210,2.792291127,166.259564,148.6730705,127.3557232,165.8875594,3.816998348,2.936433042,37.30248729,109.7411942,TRUE,0.5,0.677501956
3211,2.191007067,14.11981445,11.82340974,45.8557751,98.70932385,40.58705558,127.2224986,127.1828762,40.10813352,TRUE,0.5,0.634707032
3212,1.468220272,146.2560141,90.90071864,27.45571023,18.96602954,44.69092651,21.97204945,156.2473221,141.7338282,TRUE,0.5,0.334664789
3213,1.352645554,102.0975694,48.00412021,145.9307975,78.82940678,80.67601225,21.69541911,124.1172259,115.1542453,TRUE,0.5,0.471443264
3214,1.530235633,102.150634,69.00026193,120.6655945,42.58179854,137.6710436,148.7671355,17.16672069,81.17592428,TRUE,0.5,0.673862944
3215,2.310362354,110.0009013,12.30345185,21.97743393,174.9634089,28.60217249,8.011902997,19.31331717,62.21230271,TRUE,0.5,0.414485065
3216,2.607726298,72.66420471,163.8268281,12.46091585,54.04384795,36.28404144,158.7276016,118.2982946,117.5852099,TRUE,0.5,0.611473671
3217,2.98378272,71.6378037,108.5397964,87.84938532,140.8897722,157.9027129,52.53573513,74.94719791,57.69521742,TRUE,0.5,0.41048017
3218,1.307664748,43.81022379,44.91871696,36.61349247,51.93902217,128.244515,177.180943,68.13758277,62.83830962,TRUE,0.5,0.357835103
3219,2.102846518,27.86984876,45.18094607,133.1191514,44.45764643,5.744241617,94.71086067,50.08867531,156.6402338,TRUE,0.5,0.300803044
3220,2.13576254,12.42531602,30.24047643,8.980968101,64.08023379,36.04113082,135.0358216,39.40461401,17.00840125,TRUE,0.5,0.339399442
3221,2.785645649,101.5273553,60.41472707,174.5021191,135.2459427,2.501592694,63.77232261,71.68459175,149.5341017,TRUE,0.5,0.478194995
3222,1.66956311,121.757043,171.105731,69.80952178,175.6772828,168.4556914,117.644372,24.77547424,159.2481117,TRUE,0.5,0.347293524
3223,1.679027779,90.29301792,159.412057,121.3845289,132.1693813,61.51698844,124.1296176,66.50144004,132.3587499,TRUE,0.5,0.449533091
3224,1.728211933,175.4462534,0.850938561,2.835039375,136.3821415,95.45568007,82.94574757,166.9190827,106.7357855,TRUE,0.5,0.72219855
3225,1.470437928,166.4978905,88.05047294,176.3896493,31.96914788,95.79813903,46.81407474,134.4016068,2.003204426,TRUE,0.5,0.307653119
3226,2.787700127,85.97051212,163.7518045,148.3279552,177.0851859,89.59824826,41.80255274,162.4982964,141.0902451,TRUE,0.5,0.695147687
3227,2.096921584,8.029334486,159.8029486,28.83473022,71.15940541,7.867637706,2.228595505,17.67744621,45.82616222,TRUE,0.5,0.344818764
3228,2.169467331,19.938036,159.9763384,109.4397796,6.833345804,145.9137339,144.607123,58.44663214,150.4564207,TRUE,0.5,0.746343932
3229,1.712637354,131.6579651,148.7475099,67.67186739,32.14669791,147.4049854,87.20636985,91.52999731,96.965691,TRUE,0.5,0.531632673
3230,1.419404643,125.6961372,174.0034958,132.3490303,102.4976576,150.7338826,78.81807536,64.13530985,158.0675289,TRUE,0.5,0.687861693
3231,2.199731793,10.02878342,41.58894585,13.36758627,161.8727124,17.03106502,89.82598917,153.7486999,55.37053036,TRUE,0.5,0.268505489
3232,2.977213685,39.51125032,150.6393018,143.131715,10.87019956,52.76031295,81.9429255,145.2674329,35.4671283,TRUE,0.5,0.610596569
3233,1.413131487,33.57481186,144.5185109,170.9694618,14.58633133,126.9193881,72.18556959,104.6554853,104.2409047,TRUE,0.5,0.270806539
3234,1.103930332,123.4621297,92.72276654,72.76282103,110.8615613,153.3323652,10.00539408,63.55221089,38.03673686,TRUE,0.5,0.511501202
3235,1.905901282,147.5860233,155.6720253,70.4614734,18.44123183,107.3037704,110.542902,58.61805951,82.18119375,TRUE,0.5,0.428725896
3236,1.820164149,152.174647,143.166804,71.86533541,109.351847,86.46073136,50.84333192,55.31026831,176.6065117,TRUE,0.5,0.521305355
3237,1.415817797,110.2275471,65.77793054,23.28274338,23.95090512,30.86437075,75.68729966,59.07065812,94.06947194,TRUE,0.5,0.398171194
3238,1.697590818,121.164645,126.9990377,54.48591922,55.05616501,75.85501899,134.0958743,132.1794443,179.7324335,TRUE,0.5,0.513748982
3239,1.208822825,143.7156556,96.36798188,137.739371,122.0078802,124.7766316,119.6862823,106.5148944,52.20458254,TRUE,0.5,0.646776833
3240,2.797242318,22.44832969,102.5639018,32.34873522,146.5706598,65.82556672,6.689583397,8.676507972,78.10334648,TRUE,0.5,0.413305101
3241,1.069413692,94.81672759,57.53283633,33.71170992,150.6370477,123.3255413,31.9757719,156.9512564,67.52534406,TRUE,0.5,0.67468783
3242,2.619739299,33.11292714,148.4816741,16.06690554,111.37369,53.92071811,61.41982302,81.541053,76.77747805,TRUE,0.5,0.35596346
3243,1.895325731,42.88804099,28.96065249,105.4809139,115.1589404,105.3072637,116.1865015,179.9078964,46.57352716,TRUE,0.5,0.571872487
3244,1.610987377,163.5600607,11.1540875,145.5795064,165.164963,118.4778773,8.155997541,114.2721064,77.47399204,TRUE,0.5,0.336412581
3245,2.82417303,114.564229,174.997001,100.9268133,88.20306451,136.3818032,39.56538304,83.21663847,81.53760595,TRUE,0.5,0.370481526
3246,1.26726894,152.8574862,150.9372099,33.43884654,86.88795155,147.2688124,75.78550525,156.6514311,72.81821253,TRUE,0.5,0.284568427
3247,1.497079208,127.3680782,26.86011081,158.6414498,53.85805819,93.40791251,24.95314911,131.7906893,97.77596532,TRUE,0.5,0.501873936
3248,2.736529248,70.67000917,177.1432444,86.45846957,137.8379649,21.49585473,67.85148115,57.23287278,114.6900079,TRUE,0.5,0.319301679
3249,2.854327697,12.90275486,105.3777481,47.36983879,8.087458359,32.40614522,22.79704321,34.9767056,16.04322491,TRUE,0.5,0.340694255
3250,2.359811538,20.18465488,162.1621145,103.2834503,145.901578,8.029191808,102.5464895,23.54269416,16.62919381,TRUE,0.5,0.290581679
3251,1.454057765,164.5010569,39.87795068,128.079366,31.06833681,123.5587153,78.75845354,156.8085283,1.204986034,TRUE,0.5,0.296764499
3252,2.968761094,50.39645187,114.5899092,131.9723307,82.36246432,179.6209003,23.24671699,22.14771922,36.08221757,TRUE,0.5,0.654501628
3253,2.313754046,62.96002846,127.4785817,77.68141682,105.0810215,169.2606167,163.2193663,19.79599183,76.31772516,TRUE,0.5,0.504598871
3254,2.706808665,122.3817862,3.873010507,58.47411841,173.3489143,101.4486858,83.08284641,0.687432687,33.47472165,TRUE,0.5,0.550120701
3255,1.297306617,28.18372894,0.140791791,83.00641929,164.0729047,100.3241432,20.10961983,62.89530213,8.111086605,TRUE,0.5,0.404498699
3256,2.54621049,107.9455939,48.52818591,132.541797,166.3644399,60.62967187,128.9087794,93.22712247,28.20658752,TRUE,0.5,0.678853717
3257,1.378111575,85.56783081,16.94762405,109.3434312,149.7481279,22.0741487,50.19896067,124.5267497,140.3489481,TRUE,0.5,0.541180061
3258,2.906980279,6.529247351,177.4771132,79.17428503,168.3510828,143.3373618,53.42447924,4.728192263,143.6245671,TRUE,0.5,0.646031175
3259,1.990674482,177.686891,78.96910675,129.9402987,138.1747502,99.15778782,130.8235112,12.89239303,138.5655878,TRUE,0.5,0.568232609
3260,1.501208172,27.08335879,137.4065694,58.08312983,177.9397853,3.891380427,120.3587093,72.22651856,73.32648649,TRUE,0.5,0.354478142
3261,2.461606426,138.9574386,147.4536791,74.71224874,103.0927318,168.6996867,28.94290683,84.44712401,177.018867,TRUE,0.5,0.610335004
3262,2.776650197,40.52799112,106.5271835,98.39534213,0.51770254,80.39212382,106.528787,127.7652882,170.1036699,TRUE,0.5,0.521987353
3263,1.276685024,14.33747273,51.25545249,63.70184775,71.84083377,147.1104325,97.75906946,42.29825878,85.84809902,TRUE,0.5,0.731499131
3264,1.007410176,135.3717454,75.36427897,128.7250415,95.16575746,73.94840797,74.68193549,172.5696625,121.7691979,TRUE,0.5,0.450132918
3265,1.460814635,161.6289838,119.4837233,139.0631814,94.81949558,161.4487481,31.11481254,6.427578158,62.91651542,TRUE,0.5,0.666620401
3266,1.942504363,167.6527712,25.16748595,51.39936024,34.29050893,71.56153811,148.4749228,26.56679098,157.0523627,TRUE,0.5,0.278094999
3267,1.83106501,102.4117202,11.21531801,30.01052585,87.84120881,49.27363185,160.1241457,29.48940254,156.4477643,TRUE,0.5,0.256120858
3268,1.177916914,148.6527269,87.3065266,78.20027258,78.49208817,135.9248317,178.2244778,113.9048196,163.2007978,TRUE,0.5,0.744728339
3269,2.32782366,128.3078401,42.46538379,117.6677269,1.400924955,7.209542814,30.93237088,100.2690433,104.9491666,TRUE,0.5,0.316193238
3270,2.206653133,36.68388522,38.01800558,103.0091731,121.1983242,5.930703921,143.6393383,82.47631672,31.95821082,TRUE,0.5,0.480741895
3271,1.74824362,79.48457453,25.7361108,127.7160073,134.7626463,141.4440173,11.04337698,140.7511724,94.99060083,TRUE,0.5,0.625582915
3272,2.694734351,38.27068191,168.4123715,117.3793474,124.6310542,54.96712792,89.48027119,4.666814624,36.94001596,TRUE,0.5,0.301760588
3273,2.219504242,129.0615975,60.00601591,80.06685717,16.99334138,143.4689448,84.02005331,37.77509421,68.12812567,TRUE,0.5,0.480886702
3274,2.500069361,47.50732297,88.67204692,141.6139353,50.89063814,68.16646507,87.10875009,167.0917657,92.34389252,TRUE,0.5,0.352419341
3275,1.51845971,154.9309612,87.1949274,42.22764624,89.89277039,109.5628627,124.3915962,157.3216617,46.86505071,TRUE,0.5,0.524467309
3276,1.153127012,34.36953192,88.2992276,78.28671066,37.55868591,127.3786753,175.2890461,11.59534134,97.30479685,TRUE,0.5,0.575712178
3277,2.51308674,76.21480932,139.3698742,160.5914333,26.45742541,152.6900206,154.8536461,43.16404416,145.9667066,TRUE,0.5,0.337898762
3278,2.958939311,2.838719262,138.6409625,176.5800662,32.72030064,86.11344177,167.1730248,21.54219526,3.649391341,TRUE,0.5,0.581060409
3279,2.905029902,162.5988118,160.5481787,46.41076688,176.3941233,136.2973778,111.0513427,7.411198956,33.62642899,TRUE,0.5,0.488422009
3280,1.346692657,136.3894203,38.90008041,166.8514101,81.32590556,32.71008616,62.26341428,119.943892,141.3959345,TRUE,0.5,0.599308914
3281,1.217437391,176.4959958,79.2788584,70.67591105,69.57214705,178.7811093,61.02738264,136.8956248,127.9751666,TRUE,0.5,0.411232332
3282,2.943960448,162.8355366,34.0194673,83.6939973,43.56891793,62.90954657,125.2077659,58.00471316,129.2882998,TRUE,0.5,0.310875352
3283,1.676580294,5.136875575,49.16543334,90.86628664,138.5394261,22.53366767,162.4852776,37.67521387,133.4759888,TRUE,0.5,0.460880065
3284,2.658958517,62.03499307,152.8810212,21.6344811,146.6761889,0.423528154,23.05742572,86.68167349,136.4695245,TRUE,0.5,0.554308842
3285,1.892501815,95.69698448,18.50325794,29.74925823,63.91654325,177.7693619,100.3459852,45.34318517,172.2777451,TRUE,0.5,0.57322482
3286,2.6858724,37.90562594,29.0623409,178.3057392,131.6727104,79.25609737,26.99140454,66.69412079,128.0717185,TRUE,0.5,0.453024311
3287,2.593396771,174.951449,117.5653139,114.367238,35.73779272,14.67896089,168.4438091,36.51953757,144.3449572,TRUE,0.5,0.533945948
3288,2.496826407,8.534269554,153.6329473,49.4691979,14.07121171,149.6950233,148.7194602,178.4112206,72.38603775,TRUE,0.5,0.570531882
3289,1.048718424,159.125653,82.87051866,135.8358416,119.5950761,106.2326065,85.80609357,26.62472465,74.65702807,TRUE,0.5,0.700965901
3290,1.636851316,92.86541612,47.59159299,54.86323151,83.99961574,128.4420148,140.4638196,87.56478211,17.62023027,TRUE,0.5,0.466948716
3291,1.888707426,93.88615858,6.915594028,2.239850529,45.96822825,100.5871102,70.71981606,121.340606,95.32539998,TRUE,0.5,0.621266363
3292,1.040475397,134.5735426,141.1192953,139.4627738,75.49351273,122.6143792,105.9484374,64.45942464,148.7836842,TRUE,0.5,0.408895594
